# time of execution: 2022-11-18 12:36:26
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:['0.8']
### sample paramters ###
# Sample: ['FGT']
# S=[2.0]
# mu_at=[2.0][mu_B]
# nz=1
# dx=[3.9e-10]	dy=[3.9e-10]	dz=[1.63e-09]	[m]
# atoms per unit cell:[10]
# asf=[0.035]
# Jint=[[0.0, 0.0]][J]
# Hex=0.0[J]
# gep=['4.4e+17'][W/m^3/K]
# factor cv_el=['200.0'][J/m^3/K^2]
# cv_ph_max=['10382109.634155475'][J/m^3/K]
# Tc=[191][K]
# T_Deb=[460][K]
# kappa=[0][W/m/K]
# D=[0][W/m^2]
### pulse paramters ###
# peak power:7.5e+21[W/m^3]
# sigma=1.5e-14[s]
# delay=2.5e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	T_p(acc) [K]	itinerant mag
0.9	[[0.9969495574523144]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.91	[[0.9969164718307169]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.92	[[0.996883403587231]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.93	[[0.9968503527096022]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.94	[[0.9968173191855861]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.95	[[0.9967843030029505]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.96	[[0.9967513041494755]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.97	[[0.9967183226129511]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.98	[[0.9966853583811794]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
0.99	[[0.9966524114419744]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.0	[[0.9966194817831602]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.01	[[0.9965865693925726]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.02	[[0.9965536742580613]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.03	[[0.9965207963674836]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.04	[[0.9964879357087103]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.05	[[0.9964550922696235]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.06	[[0.9964222660381168]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.07	[[0.9963894570020918]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.08	[[0.9963566651494645]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.09	[[0.9963238904681638]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.1	[[0.9962911329461261]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.11	[[0.9962583925713007]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.12	[[0.9962256693316486]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.13	[[0.9961929632151414]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.14	[[0.9961602742097618]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.15	[[0.9961276023035027]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.16	[[0.9960949474843704]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.17	[[0.9960623097403823]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.18	[[0.9960296890595651]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.19	[[0.9959970854299565]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.2	[[0.9959644988396077]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.21	[[0.9959319292765787]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.22	[[0.9958993767289421]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.23	[[0.9958668411847804]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.24	[[0.9958343226321876]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.25	[[0.9958018210592694]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.26	[[0.9957693364541413]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.27	[[0.99573686880493]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.28	[[0.9957044180997755]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.29	[[0.9956719843268267]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.3	[[0.9956395674742433]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.31	[[0.9956071675301965]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.32	[[0.9955747844828683]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.33	[[0.995542418320452]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.34	[[0.9955100690311514]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.35	[[0.9954777366031818]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.36	[[0.9954454210247691]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.37	[[0.9954131222841506]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.38	[[0.9953808403695722]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.39	[[0.9953485752692942]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.4	[[0.9953163269715855]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.41	[[0.9952840954647262]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.42	[[0.9952518807370072]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.43	[[0.9952196827767308]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.44	[[0.9951875015722096]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.45	[[0.9951553371117671]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.46	[[0.995123189383738]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.47	[[0.9950910583764669]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.48	[[0.9950589440783089]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.49	[[0.9950268464776311]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.5	[[0.9949947655628109]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.51	[[0.9949627013222365]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.52	[[0.9949306537443073]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.53	[[0.9948986228174318]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.54	[[0.9948666085300301]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.55	[[0.994834610870533]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.56	[[0.9948026298273822]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.57	[[0.9947706653890293]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.58	[[0.9947387175439382]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.59	[[0.994706786280581]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.6	[[0.9946748715874418]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.61	[[0.9946429734530157]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.62	[[0.9946110918658074]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.63	[[0.9945792268143323]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.64	[[0.9945473782871175]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.65	[[0.994515546272699]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.66	[[0.9944837307596247]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.67	[[0.9944519317364523]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.68	[[0.99442014919175]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.69	[[0.994388383114096]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.7	[[0.9943566334920809]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.71	[[0.9943249003143033]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.72	[[0.9942931835693748]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.73	[[0.9942614832459152]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.74	[[0.9942297993325563]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.75	[[0.9941981318179384]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.76	[[0.9941664806907138]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.77	[[0.9941348459395457]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.78	[[0.9941032275531071]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.79	[[0.9940716255200807]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.8	[[0.9940400398291599]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.81	[[0.9940084704690474]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.82	[[0.9939769174284597]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.83	[[0.9939453806961198]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.84	[[0.9939138602607629]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.85	[[0.9938823561111346]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.86	[[0.9938508682359899]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.87	[[0.9938193966240947]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.88	[[0.9937879412642245]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.89	[[0.9937565021451653]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.9	[[0.9937250792557145]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.91	[[0.9936936725846792]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.92	[[0.9936622821208757]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.93	[[0.9936309078531306]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.94	[[0.9935995497702824]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.95	[[0.9935682078611773]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.96	[[0.9935368821146747]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.97	[[0.9935055725196404]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.98	[[0.9934742790649536]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.99	[[0.9934430017395021]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.0	[[0.9934117405321844]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.01	[[0.9933804954319092]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.02	[[0.993349266427595]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.03	[[0.993318053508169]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.04	[[0.9932868566625719]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.05	[[0.993255675879751]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.06	[[0.9932245111486643]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.07	[[0.9931933624582834]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.08	[[0.9931622297975848]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.09	[[0.9931311131555584]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.1	[[0.9931000125212024]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.11	[[0.9930689278835259]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.12	[[0.9930378592315491]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.13	[[0.9930068065542992]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.14	[[0.9929757698408159]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.15	[[0.9929447490801468]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.16	[[0.992913744261352]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.17	[[0.9928827553734995]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.18	[[0.9928517824056668]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.19	[[0.9928208253469449]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.2	[[0.9927898841864305]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.21	[[0.9927589589132322]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.22	[[0.9927280495164668]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.23	[[0.992697155985264]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.24	[[0.992666278308761]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.25	[[0.9926354164761056]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.26	[[0.9926045704764557]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.27	[[0.9925737402989777]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.28	[[0.9925429259328489]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.29	[[0.9925121273672568]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.3	[[0.992481344591398]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.31	[[0.9924505775944781]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.32	[[0.992419826365713]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.33	[[0.9923890908943303]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.34	[[0.9923583711695649]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.35	[[0.9923276671806627]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.36	[[0.9922969789168774]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.37	[[0.9922663063674741]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.38	[[0.9922356495217278]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.39	[[0.9922050083689233]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.4	[[0.992174382898354]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.41	[[0.9921437730993231]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.42	[[0.9921131789611445]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.43	[[0.99208260047314]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.44	[[0.9920520376246433]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.45	[[0.9920214904049955]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.46	[[0.9919909588035483]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.47	[[0.9919604428096633]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.48	[[0.9919299424127112]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.49	[[0.9918994576020722]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.5	[[0.9918689883671369]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.51	[[0.9918385346973052]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.52	[[0.9918080965819847]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.53	[[0.991777674010594]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.54	[[0.9917472669725628]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.55	[[0.9917168754573278]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.56	[[0.991686499454336]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.57	[[0.9916561389530436]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.58	[[0.9916257939429165]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.59	[[0.9915954644134322]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.6	[[0.9915651503540737]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.61	[[0.9915348517543359]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.62	[[0.9915045686037229]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.63	[[0.991474300891748]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.64	[[0.991444048607933]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.65	[[0.991413811741811]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.66	[[0.9913835902829229]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.67	[[0.9913533842208196]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.68	[[0.9913231935450616]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.69	[[0.9912930182452182]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.7	[[0.9912628583108688]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.71	[[0.9912327137315994]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.72	[[0.9912025844970108]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.73	[[0.9911724705967088]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.74	[[0.9911423720203079]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.75	[[0.9911122887574351]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.76	[[0.9910822207977249]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.77	[[0.9910521681308219]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.78	[[0.9910221307463788]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
